=> snapshot time : 7 <ALLOCATTING> , with memory size = 960.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (2) : < 64 > [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 384 | 511 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1114 <ALLOCATTING> , with memory size = 319.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (2) : < 64 > [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 384 | 511 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1114 <ALLOCATTING> , with memory size = 319.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (2) : < 64 > [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 384 | 511 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1114 <ALLOCATTING> , with memory size = 319.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (2) : < 64 > [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 384 | 511 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1114 <ALLOCATTING> , with memory size = 319.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (2) : < 64 > [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 384 | 511 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1114 <ALLOCATTING> , with memory size = 319.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (2) : < 64 > [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 384 | 511 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1114 <ALLOCATTING> , with memory size = 319.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (2) : < 64 > [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 384 | 511 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1114 <ALLOCATTING> , with memory size = 319.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (2) : < 64 > [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 384 | 511 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1114 <ALLOCATTING> , with memory size = 319.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (2) : < 64 > [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 384 | 511 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1114 <ALLOCATTING> , with memory size = 191.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (2) : < 64 > [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <DEALLOCATTING> 
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1131 <ALLOCATTING> , with memory size = 255.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (0) : 
(8), size -> (0) : 
=> snapshot time : 1140 <DEALLOCATTING> 
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1140 <ALLOCATTING> , with memory size = 383.
(0), size -> (1) : < 1 > [ 521 | 521 ] -> [NULL]
(1), size -> (1) : < 2 > [ 522 | 523 ] -> [NULL]
(2), size -> (1) : < 4 > [ 524 | 527 ] -> [NULL]
(3), size -> (1) : < 8 > [ 512 | 519 ] -> [NULL]
(4), size -> (1) : < 16 > [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1149 <DEALLOCATTING> 
(0), size -> (0) : 
(1), size -> (0) : 
(2), size -> (0) : 
(3), size -> (0) : 
(4), size -> (2) : < 16 > [ 512 | 527 ] -> [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1149 <ALLOCATTING> , with memory size = 384.
(0), size -> (0) : 
(1), size -> (0) : 
(2), size -> (0) : 
(3), size -> (0) : 
(4), size -> (2) : < 16 > [ 512 | 527 ] -> [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1149 <ALLOCATTING> , with memory size = 384.
(0), size -> (0) : 
(1), size -> (0) : 
(2), size -> (0) : 
(3), size -> (0) : 
(4), size -> (2) : < 16 > [ 512 | 527 ] -> [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1149 <ALLOCATTING> , with memory size = 384.
(0), size -> (0) : 
(1), size -> (0) : 
(2), size -> (0) : 
(3), size -> (0) : 
(4), size -> (2) : < 16 > [ 512 | 527 ] -> [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1149 <ALLOCATTING> , with memory size = 384.
(0), size -> (0) : 
(1), size -> (0) : 
(2), size -> (0) : 
(3), size -> (0) : 
(4), size -> (2) : < 16 > [ 512 | 527 ] -> [ 560 | 575 ] -> [NULL]
(5), size -> (1) : < 32 > [ 528 | 559 ] -> [NULL]
(6), size -> (3) : < 64 > [ 128 | 191 ] -> [ 320 | 383 ] -> [ 576 | 639 ] -> [NULL]
(7), size -> (1) : < 128 > [ 768 | 895 ] -> [NULL]
(8), size -> (0) : 
=> snapshot time : 1149 <ALLOCATTING> , with memory size = 384.
(0), size -> (0) : 
(1), size -> (0) : 
(2), size -> (0) : 
(3), size -> (0) : 
(4), size -> (2) : < 16 > [ 512 | 527 ] -> [ 560 | 575 ] -> [NULL]
